column_1,column_2,column_3,column_4,column_5,column_6,column_7,column_8,column_9,column_10
64.293120816076,56.66674537501646,49.10448217723773,85.54675291161054,90.64151326404392,65.63638108010069,93.43052686364734,83.14417798338482,77.87805493770657,9.221847567885455
86.11302430447813,65.41683119919323,9.141654911451768,5.016884349868866,91.84516719271222,39.04784405261067,2.0626632013764357,13.309826882941088,80.87815461396943,94.28887960564042
48.642583502607174,30.774951660782023,15.978556211357041,88.19624278318685,56.13903731543727,35.071671749216584,1.1116782334373632,79.18466928681599,82.32364392110732,45.85152058676055
13.445704076706445,12.642622715502805,38.30383504182618,85.2069837828557,48.20831988871461,43.15954105976695,77.02792521767134,43.2978766057497,55.06137077446087,99.26254734858617
28.940513070441266,76.08075414310771,15.554009150048731,50.63662535617891,4.486746306259981,74.3076134782676,64.63930515080781,2.3338682830647106,17.712059569910487,53.95946537350288
66.24299734213518,85.0780382630682,96.3687165956651,49.02028542056283,56.195414250986865,50.14407471415529,29.297972050443267,6.008835274328462,14.823275223614175,75.7488172082303
61.312197374155986,25.700623222243223,94.67897767251591,36.18073680354902,40.937908177023075,81.4059674448342,49.43967027742624,67.79079397348445,57.398442037511245,0.7071016338003999
53.10031297429625,40.709195615801974,33.61096462206038,99.41737916817344,77.2806407408656,74.52184771961558,4.193566559886874,37.20124411459699,36.65143536856764,49.666681996016514
68.29644186886871,49.85692169635553,63.97477120376796,11.116933275384122,40.38835668860878,2.0478461124399328,19.244560536124077,86.81155732234804,55.80482412457673,73.74534716181152
63.739085037329936,53.33268427529364,53.37533205937861,59.0215235628607,68.35808333247098,63.02381571061616,42.44963745271675,73.42731338758665,49.84778442378648,78.2827019958449
88.13248894649517,65.94901710876519,81.55869805157685,68.1681590112417,10.14081462375308,43.65711233085911,83.40444162214823,2.1680011666961763,60.21980796975485,15.804858260159804
58.60163774782966,4.1603233355321345,62.74456098169422,93.43300082169445,13.295227076596694,45.662898915114155,47.96671828600848,68.6888311836002,3.2111790736565338,41.89709503827787
77.86013587005564,72.1477082734017,0.0252454490562104,78.02034968567615,13.971019064915835,81.83730538698947,58.63625045259787,19.235247273235622,3.283668063012335,41.907195811933875
24.870715596646786,6.197100697941027,76.31743856097388,64.38472028115469,4.552549979974351,54.760798608467674,87.37537919937805,42.25825687039121,72.15951708485088,10.364080849905587
67.8182584589068,46.82885676728679,74.68481212961181,11.681231681212267,54.13288592698038,88.56218234589471,30.881891358884527,62.47352021229627,19.312724382271984,44.304550769146665
90.21941183826758,82.76711355691941,50.972270556648105,37.37335168314674,79.39677260436359,71.28055923916904,70.06993211020558,87.27178412956928,65.21984621920564,80.70929586960054
38.57323278998332,45.12153132783963,90.29189732330538,13.884164254798526,61.04112036936661,55.28400087640528,86.16672586782533,45.60978883919392,54.65759107914545,30.0180737618987
77.91041873386466,14.908974876824777,90.84462056904016,88.12127324655137,57.495488555285625,75.45379761511037,20.261570069617672,80.84904541911344,98.17944714046234,43.25745218938831
72.47893011954353,98.50338450059597,52.39116767043972,74.9621155563643,68.06239284027365,3.83490509254073,35.64781651478325,78.29656628006329,83.54058788830623,96.09586850621426
5.952619687182247,88.92854620742632,60.79882311965377,75.75367867972292,33.96453230720148,2.7083654828207737,97.98101738893551,41.45385128512583,41.313452133134945,3.1708075891562215
58.15083096240723,77.1313633225014,99.65220719246723,65.22565177735441,36.19540716482289,8.334932692085207,98.3218564796211,50.09801634329028,61.6412820093165,59.152176789535574
13.018934920080238,41.15116028992104,29.88202348114175,50.70435369367097,31.427009822092256,43.756532514714266,22.32299302939379,70.04850100498132,11.728945722547202,74.34360917776291
96.73191722305911,18.38457268892978,32.461724231147734,14.99710594634972,71.21089328535756,23.545014562694313,6.644583889262812,3.1148434646939727,38.6386042962381,76.08824340311784
81.14075027006562,94.14111814185013,18.277390266349634,32.96948867050518,16.16403356707743,98.42612944157845,27.092161131005287,89.0811413799246,73.38877410898743,71.59380248840444
10.97238012471201,53.2351126517139,89.5866939157868,13.691579247689056,1.302528031292438,54.22901390113669,39.77319573036873,76.98161594376934,62.26715841286536,72.64514434684364
12.175199764767841,85.23554603874851,74.44883899492663,72.49131428523432,59.61964467224924,66.24157460811585,44.10056009311637,24.94158814023304,48.44713243773578,5.901266567304986
59.4473854912619,34.20950057594258,10.56428488702419,16.022877602200502,94.23813647342054,27.882013624669668,61.880630733042366,98.11799531889756,17.65291040526691,53.413661913633284
