feature_1,feature_2,feature_3,feature_4,feature_5,target
37.454011884736246,26.170568373590598,57.19958782835928,64.8256954077822,72.02679239473956,130.94166361466023
95.07143064099162,24.697879907199983,80.54323292999864,17.238636210516624,68.72830044131277,345.38152048626125
73.1993941811405,90.62545805210367,76.01609297901591,87.23945633548149,9.575419866335766,156.25959501037516
59.86584841970366,24.95461998495061,15.389990469377368,61.311623906924154,92.25724049058,141.0345577302155
15.601864044243651,27.1949726128631,14.92494697414739,15.720388355695425,56.84722021568196,25.929410420258854
15.599452033620265,75.93982624179637,26.817436774491334,96.23380574812069,36.372552113568425,-65.56634412929832
5.8083612168199465,44.973984245054,36.10747263410372,51.83654633353206,75.65385834953067,-17.505728849047316
86.61761457749351,77.67105569551812,40.84555814084826,7.289845187165501,25.736545840163405,162.99533987663776
60.11150117432088,6.536615756438524,67.96972168333453,62.68329044150672,69.35098370463204,276.94433292052463
70.80725777960456,48.75711936733843,5.66804321658354,25.31989070128102,3.971120757224722,131.24119830678222
2.0584494295802447,3.3613600183282633,3.4672704226066386,80.36934518773025,83.9408037609272,8.00407740511588
96.99098521619943,6.265320345535452,39.191056294390904,81.78220735661907,44.81708470213185,342.8767904581902
83.24426408004217,90.64374533444109,69.71636921379805,97.89473558546618,63.66929143579417,170.89895869273715
21.233911067827616,13.924537111759516,19.343534295648258,50.186953102450374,22.123781980668365,70.28999049252668
18.182496720710063,53.24206822752171,64.15044812562518,45.495687972773716,67.7073712658448,40.91024814078645
18.34045098534338,41.10956026007065,25.982813794029948,75.34756054464806,77.22402758932766,11.79876934855778
30.42422429595377,34.73433262588427,88.60861088135164,13.247065634192657,47.321318688439874,151.97048646445725
52.475643163223786,89.98333456872724,89.56899442666165,54.69155137931242,61.77269240617943,107.24156659901736
43.194501864211574,2.18233967754895,29.72872042813265,54.624760013085094,45.63259238223986,162.92078890251787
29.122914019804192,66.37896861755891,22.99937539632405,8.947312281038721,89.40913692578455,-6.213231042630324
61.18528947223795,96.33944342135504,41.13039720662313,41.798408550691356,49.78691805143192,65.6786365120731
13.949386065204184,56.016818346184195,24.05315851801487,85.3284798567202,84.18087090288189,-22.39472100303793
29.214464853521815,93.68224620330918,67.23838432917036,85.61536219946603,80.13520582702486,-11.429174711751722
36.63618432936917,5.225787928602377,82.60646845482856,9.9237664919681,41.050482134835654,236.25871032721432
45.606998421703594,41.87933190741614,67.3092130911217,9.072088274783086,23.008449185747505,150.84456607078178
78.51759613930136,26.015779096205115,82.43504472493495,26.26954770019353,40.6082132559771,313.1811274643522
19.967378215835975,73.08209649807299,39.69921622074742,87.47660625539935,82.62173757752201,-35.77538733798903
51.42344384136116,98.12970904972467,15.631697070886085,12.890258507349895,22.763253581939235,-17.121741830296678
59.24145688620425,25.65300624442478,73.79509473975922,71.99968026274462,52.44363458577494,240.24823210837107
4.645041271999773,65.41746014740745,36.047450514155386,10.116561961310321,80.60967479607474,-77.67466862677904
60.75448519014384,19.809763275974014,67.12708252291326,62.31378537478254,35.34774751283788,249.41722446629527
17.052412368729154,56.53302545716099,27.064394198176565,35.60672991191448,64.22096370026973,-7.852872432486507
6.505159298527952,46.39324866883362,8.122963480667266,78.8913962965867,24.56315740488145,-62.83305367789877
94.88855372533332,97.2005329631537,99.25817954877634,23.36904488253636,10.927944536815993,252.75354588113717
96.56320330745594,60.85272726964666,15.620150793059928,63.920182938995985,79.43842250928563,189.5174466381403
80.83973481164611,34.950637208681876,98.8420993963481,23.568253457588494,9.896862340870683,329.37692442256287
30.46137691733707,11.409578488793336,97.72799325664472,71.36602831121537,27.13813950795846,192.97126399988065
